Ряд скользящих средних,Разница между исходным рядом и рядом скользящих средних,Сезонный фактор
559143788946.7710,-324267176838.77100,1411013878.87219
633405973758.8140,165694314592.08600,7530996327.72118
634380196254.2860,-257090692779.58600,-808374796.88421
537866841037.9860,281163720396.51400,-1831962160.25664
578398120386.3430,246246705262.05700,1197964330.26429
533861611133.5140,8028724846.58569,1335828382.99124
516485795651.2000,-348250035381.90000,-8835465962.70805
440754032610.7140,77841534935.78570,1411013878.87219
380308283982.4570,107036439598.64300,7530996327.72118
374714614905.2860,-119055819806.78600,-808374796.88421
420401726588.1430,-131493506437.04300,-1831962160.25664
403566431360.2710,-2041846109.67139,1197964330.26429
423719295317.4430,79015357122.45710,1335828382.99124
437921404642.9570,50124137406.34280,-8835465962.70805
431407301894.8860,-30658800943.48570,1411013878.87219
402089072061.5570,226325699219.74300,7530996327.72118
424100716903.0570,-69027156525.95720,-808374796.88421
362881594546.9430,-119572093632.34300,-1831962160.25664
342358792770.0570,-146061816352.75700,1197964330.26429
314233670796.3140,342582495534.08600,1335828382.99124
287784860328.5430,-228273174772.04300,-8835465962.70805
340072388995.6430,-82983500482.44290,1411013878.87219
330797039557.4430,100741877907.65700,7530996327.72118
282927830362.2000,-112995943259.50000,-808374796.88421
392242181089.3860,217080020494.91400,-1831962160.25664
448968556273.7430,-317599025923.84300,1197964330.26429
409685350435.1140,-87953648471.41430,1335828382.99124
505800254219.8860,318911886426.91400,-8835465962.70805
499482220011.8860,154691294791.81400,1411013878.87219
504525156851.0710,-347968680256.37100,7530996327.72118
552695041034.6290,290041172561.47100,-808374796.88421
520034351954.4710,45061610173.82870,-1831962160.25664
453501527870.4860,-286831439646.28600,1197964330.26429
529182580553.8430,129738310694.75700,1335828382.99124
463234210042.7000,132853107043.00000,-8835465962.70805
462421900987.7710,-273978154771.97100,1411013878.87219
549066243345.2710,137257602032.92800,7530996327.72118
554471843307.7860,-173374223289.68600,-808374796.88421
568589804744.8280,-9180006001.02844,-1831962160.25664
622187209914.0710,150993274812.62900,1197964330.26429
573758552254.3710,123001538731.82900,1335828382.99124
521845757766.4000,173067289378.60000,-8835465962.70805
520407458410.9860,43218123989.51430,1411013878.87219
430591044054.4290,-83267802294.12850,7530996327.72118
372235494459.2570,-354527435856.95700,-808374796.88421
321314999245.6710,228026704010.22900,-1831962160.25664
364443295630.4290,-219977711399.62900,1197964330.26429
372692655869.0860,-84421412049.08580,1335828382.99124
401987622161.7570,-63518041511.85720,-8835465962.70805
412543952050.4570,452979705043.34300,1411013878.87219
444896352010.3000,-39827588579.40010,7530996327.72118
498903793200.6430,-276130970549.64300,-808374796.88421
500016978702.4140,123219033774.38600,-1831962160.25664
460089438825.6000,-89157054875.90000,1197964330.26429
491499396409.4140,174823935742.98600,1335828382.99124
580464241132.2570,-234202361969.95700,-8835465962.70805
603135455765.8280,-17104577809.72850,1411013878.87219
660102177211.8000,-35163710694.20000,7530996327.72118
611899522644.4140,233627213066.48600,-808374796.88421
635226435667.2290,146708079244.57100,-1831962160.25664
582870886782.6430,186828547288.85700,1197964330.26429
561293811997.5140,-232389061816.81400,1335828382.99124
482280830765.2430,27269439556.75710,-8835465962.70805
464509011801.5290,-244966976037.52900,1411013878.87219
392742956098.4570,81155986923.24290,7530996327.72118
425492215712.8140,-133056348627.81400,-808374796.88421
391388373563.7000,266143408602.10000,-1831962160.25664
360091941407.3000,-92754897257.30010,1197964330.26429
407222970289.8430,150926597191.35700,1335828382.99124
431921533624.0000,-161098158345.80000,-8835465962.70805
420448759996.1430,-419981749326.94300,1411013878.87219
488847777404.5860,314968367794.91400,7530996327.72118
433573081747.6000,31752728676.50000,-808374796.88421
491232115750.6280,85990251020.17160,-1831962160.25664
577146925662.8570,168983240346.24300,1197964330.26429
534343134995.0000,-363116437112.70000,1335828382.99124
485667491590.0710,188769121709.32900,-8835465962.70805
422842133804.2860,179028546250.51400,1411013878.87219
339093089961.4290,165096520563.07100,7530996327.72118
421807485487.2000,-297211178897.60000,-808374796.88421
425631775482.0000,-288186913211.70000,-1831962160.25664
417438882126.6710,-257552023017.57100,1197964330.26429
403353352294.9860,346874114267.71400,1335828382.99124
414138944094.9000,287067699168.10000,-8835465962.70805
502975044736.4000,41545381831.10000,1411013878.87219
488547974764.6570,-82957073061.95720,7530996327.72118
490357754817.2000,-290262305628.20000,-808374796.88421
433302696164.2430,325994870596.55700,-1831962160.25664
478664542717.8570,-419767173410.95700,1197964330.26429
471176655520.4290,291719271410.07100,1335828382.99124
543361555632.7430,-241540322940.44300,-8835465962.70805
535990963537.4710,326062388905.32900,1411013878.87219
548977079520.8570,-195801388200.15700,7530996327.72118
494195885984.1860,211193863991.01400,-808374796.88421
557886073887.0140,149817348206.88600,-1831962160.25664
528116227891.8570,-378316046701.25700,1197964330.26429
582959393728.3140,-203531821554.51400,1335828382.99124
522411682265.4710,225240865746.62900,-8835465962.70805
508299785173.3570,145364645303.34300,1411013878.87219
491400877640.2710,245676974535.62900,7530996327.72118
550020618684.3710,-268464848949.07100,-808374796.88421
508784438654.4140,100135703794.68600,-1831962160.25664
500199158205.9000,-468691329746.90000,1197964330.26429
402080857400.0430,387684902082.45700,1335828382.99124
453548685915.2570,5450601887.14288,-8835465962.70805
381134594672.5710,212432872664.52900,1411013878.87219
386962831262.3570,-336713084727.45700,7530996327.72118
274890098896.7140,366940470445.08600,-808374796.88421
304372003974.6710,-202350500224.37100,-1831962160.25664
233651199120.1000,-161345714532.60000,1197964330.26429
304673010915.3140,-299416377992.31400,1335828382.99124
331325457970.4290,334047165377.67100,-8835465962.70805
368245314644.8000,-269723481289.70000,1411013878.87219
414581470162.1860,132820958939.21400,7530996327.72118
454447037523.8710,373950661203.72900,-808374796.88421
464673945127.7710,-104213444656.87100,-1831962160.25664
559910501598.8140,-163251928389.61400,1197964330.26429
493485395165.3140,-209169790710.51400,1335828382.99124
470668797181.3710,266292179394.02900,-8835465962.70805
430911765198.5140,334265963453.88600,1411013878.87219
406432911258.6710,-324006227191.77100,7530996327.72118
489549850317.4710,179131662522.52900,-808374796.88421
393676352040.3140,-311515075449.41400,-1831962160.25664
323954944563.9570,-98648348933.65720,1197964330.26429
329044126060.5140,537090051805.88600,1335828382.99124
305655273868.9430,-239808785233.64300,-8835465962.70805
352539067532.4860,-75411191214.58570,1411013878.87219
438716065437.4290,-320665110894.62900,7530996327.72118
351946737403.0000,153012810096.00000,-808374796.88421
350100369429.4290,60247462806.27150,-1831962160.25664
372007593682.8570,456537987282.04300,1197964330.26429
385065442242.4570,-126316560617.05700,1335828382.99124
320725816288.5000,-267803903468.20000,-8835465962.70805
360400501532.8430,70077944559.05720,1411013878.87219
361449796365.0710,-151993901905.07100,7530996327.72118
326645284100.0000,-272063118278.70000,-808374796.88421
382387799475.6140,305682829470.48600,-1831962160.25664
424864295795.5710,411026348994.92900,1197964330.26429
456897317134.2000,-441780021364.30000,1335828382.99124
565663184083.0710,-122543663633.47100,-8835465962.70805
500260114897.7140,227553805433.88600,1411013878.87219
389375450747.3430,44311593083.05720,7530996327.72118
477825717424.3140,338117517039.08600,-808374796.88421
425041850823.8710,-194792706175.27100,-1831962160.25664
386913155270.8430,-327215159532.94300,1197964330.26429
326512038366.8570,307757124141.84300,1335828382.99124
324107386437.0710,-250474932190.57100,-8835465962.70805
392188038959.8430,68725012500.55720,1411013878.87219
508675429110.6290,-497796203608.12900,7530996327.72118
539063545971.1710,260047124983.72900,-808374796.88421
556515042703.9290,150298669604.07100,-1831962160.25664
594769886093.5570,280339840699.84300,1197964330.26429
677050489566.7860,169935490965.71400,1335828382.99124
584431496618.3860,-388638565242.58600,-8835465962.70805
547571425147.7000,181125530040.10000,1411013878.87219
429682937131.9430,157160512683.15700,7530996327.72118
376117529333.8000,-225339809017.70000,-808374796.88421
406475101607.6570,42318110405.54290,-1831962160.25664
415437800329.5290,-365547489646.42900,1197964330.26429
376454887899.0430,95573238046.45710,1335828382.99124
409344309660.0000,-1048372367.20001,-8835465962.70805
346081355466.4000,445354490774.50000,1411013878.87219
398256471342.9860,-84293408541.28580,7530996327.72118
403517257606.8860,-22513584964.08570,-808374796.88421
432791461923.3140,-426838929265.31400,-1831962160.25664
367766013970.8290,47350107848.37150,1197964330.26429
375683432666.7000,133170197126.10000,1335828382.99124
347888749575.9860,265326617931.81400,-8835465962.70805
462495274658.4000,-126237564084.90000,1411013878.87219
474670463574.9290,-105285469902.12900,7530996327.72118
460791653189.8570,-274350762182.05700,-808374796.88421
446243128646.5290,361955079588.37200,-1831962160.25664
464378791524.1570,35963652710.74290,1197964330.26429
464486523039.8290,-52784565942.52860,1335828382.99124
500752082120.1430,10623613584.35710,-8835465962.70805
413761438176.9000,49445912540.00000,1411013878.87219
344537744458.8290,25601369823.67140,7530996327.72118
404883573386.8140,35416231183.18570,-808374796.88421
352195612451.8570,-152931911819.65700,-1831962160.25664
318871028404.4290,-303094440196.02900,1197964330.26429
349409352407.3140,484713407185.88600,1335828382.99124
359730109829.5000,-217170140669.70000,-8835465962.70805
423783689206.9710,-193848426822.07100,1411013878.87219
481894743744.2710,102012638558.42900,7530996327.72118
396517293197.3290,116027813327.97100,-808374796.88421
416569239224.4570,231069517050.04300,-1831962160.25664
470053770073.7290,-47499800104.22860,1197964330.26429
513240553333.2430,-276759947568.64300,1335828382.99124
470246013615.0290,-187322422265.32900,-8835465962.70805
445994710892.9140,158332267436.88600,1411013878.87219
499388704018.4000,386826161100.90000,7530996327.72118
509128155943.0860,-297544827445.28600,-808374796.88421
508352126059.9000,-30472488840.20000,-1831962160.25664
459836580941.4430,336475340906.45700,1197964330.26429
395868711593.8710,-91211942356.47140,1335828382.99124
376384278485.8430,-98892896318.44280,-8835465962.70805
431474366574.3000,-166756204073.70000,1411013878.87219
330626911384.6000,107812868301.70000,7530996327.72118
321760986918.2570,-246568690176.65700,-808374796.88421
356070225741.7140,507440028097.18600,-1831962160.25664
377521924904.3290,-287142189384.32900,1197964330.26429
348122635217.2000,-105527337244.20000,1335828382.99124
377398963930.9290,140257090000.67100,-8835465962.70805
355130541717.5860,59749514921.31440,1411013878.87219
456272128096.5710,-223627376220.17100,7530996327.72118
430200345650.3140,-150073747912.61400,-808374796.88421
374283719127.4860,333347579218.01400,-1831962160.25664
324081550004.8710,474289290168.02900,1197964330.26429
301605894210.6860,-241513073361.48600,1335828382.99124
273033820237.6710,-146794151965.87100,-8835465962.70805
291293247098.4000,-227828374317.80000,1411013878.87219
198682144745.5290,-123366983428.42900,7530996327.72118
274395485320.6290,-194273405394.02900,-808374796.88421
310974631591.1860,524472654779.41400,-1831962160.25664
388357996652.4000,-238264872949.60000,1197964330.26429
439902938828.0000,150183266046.90000,1335828382.99124
552998402930.8000,-170704710765.10000,-8835465962.70805
463244531689.5290,141903896519.57100,1411013878.87219
518436669039.0430,-82306912492.74290,7530996327.72118
503474951440.2570,368315377205.94300,-808374796.88421
519511768704.6860,-312341581022.98600,-1831962160.25664
446289861152.5570,90148223996.84280,1197964330.26429
384365968986.6860,100988212696.71400,1335828382.99124
298908746869.4290,195642666147.27100,-8835465962.70805
380512268248.5140,-287917192904.31400,1411013878.87219
429105821614.1860,-426443310228.98600,7530996327.72118
404663988567.6430,-131074214742.24300,-808374796.88421
337280626735.2710,441114210600.02900,-1831962160.25664
384114526316.1710,492478432392.92900,1197964330.26429
434052350632.6290,-119791000275.02900,1335828382.99124
494113599120.8290,-471245718930.72900,-8835465962.70805
399174960024.5710,21257412385.92860,1411013878.87219
292871205249.3710,59356076351.02860,7530996327.72118
295728928701.1430,398289584541.65700,-808374796.88421
325866003403.9290,-212041639742.42900,-1831962160.25664
322114879455.6290,-189648204172.92900,1197964330.26429
300110770724.3860,34154643795.61430,1335828382.99124
201334217968.5000,32493185141.10000,-8835465962.70805
191144731302.3710,203029773470.02900,1411013878.87219
235167242526.6000,-36968722044.90000,7530996327.72118
196363403970.1140,-193780760018.51400,-808374796.88421
175043812557.5710,-132545855558.97100,-1831962160.25664
124913868435.4000,315710385416.90000,1197964330.26429
143410805647.4000,-80772261022.80000,1335828382.99124
236121499536.1860,-151531236314.38600,-8835465962.70805
233889814229.7140,-190624918312.51400,1411013878.87219
218571865838.8140,109105215126.88600,7530996327.72118
254711143528.1000,396846357645.00000,-808374796.88421
286918179032.5570,-260042019179.25700,-1831962160.25664
361710049680.4430,-28311434564.44290,1197964330.26429
440616635160.9000,-125003146711.30000,1335828382.99124
348258657394.1570,-38219145641.15710,-8835465962.70805
389202332879.2290,177605657573.17200,1411013878.87219
400280873296.8000,479742306032.10000,7530996327.72118
478006955834.7860,-472955299028.88600,-808374796.88421
555087863820.1860,-241605975571.38600,-1831962160.25664
499710999678.0000,-88762601639.00010,1197964330.26429
384374794605.8430,475321271609.65700,1335828382.99124
444495313784.7140,405110553866.08600,-8835465962.70805
485488054637.7140,-306318113180.61400,1411013878.87219
447724017619.2570,-375054273795.45700,7530996327.72118
433231947413.7860,-7336656355.78571,-808374796.88421
351896351819.7430,248534722400.05700,-1831962160.25664
427138822645.4000,-280538683735.60000,1197964330.26429
440915156127.8140,317336418649.38600,1335828382.99124
492370779947.5570,-212114081455.05700,-8835465962.70805
526972219131.6710,178895018105.02900,1411013878.87219
619103081786.1860,-449999003585.48600,7530996327.72118
546808681419.4570,239275976376.74300,-808374796.88421
545028110533.0860,297613037975.51400,-1831962160.25664
475755657150.5000,315760520340.90000,1197964330.26429
547317733680.8710,-295126961470.77100,1335828382.99124
456082333063.5860,-188289630775.68600,-8835465962.70805
462149109749.6430,-241189046191.04300,1411013878.87219
455668969557.1280,214369644356.17200,7530996327.72118
533283958060.4430,-385847104585.24300,-808374796.88421
601771165385.7710,283337419925.22900,-1831962160.25664
670520887673.2430,75634308470.55710,1197964330.26429
658032380058.5570,137463311674.74300,1335828382.99124
662710051058.0570,84493102507.14290,-8835465962.70805
581463671289.7570,120744448281.14300,1411013878.87219
521755759976.6860,60863300633.81430,7530996327.72118
492171746606.6710,-311991196134.97100,-808374796.88421
502756964219.2140,-186373037286.31400,-1831962160.25664
411368929051.7000,-83169112099.39990,1197964330.26429
329411705541.5570,258995892601.64300,1335828382.99124
405818737895.6430,415480938957.35700,-8835465962.70805
467664976588.2710,-405173103189.97100,1411013878.87219
504880021408.3000,-495961525368.80000,7530996327.72118
430151000585.3430,284878776364.95700,-808374796.88421
372090331426.0860,377217266355.21400,-1831962160.25664
484897934714.4140,103807195978.08600,1197964330.26429
594064183160.5000,-528759730778.00000,1335828382.99124
494372243402.2860,-79497250664.08570,-8835465962.70805
408953761168.2570,443191335248.34300,1411013878.87219
429074555269.5000,344007679892.60000,7530996327.72118
456023038152.8430,-438836839510.04300,-808374796.88421
409495257120.4000,-258117034977.30000,-1831962160.25664
331723238549.7000,397827450851.50000,1197964330.26429
345184862346.3860,-91241029780.48570,1335828382.99124
452881674998.4140,-363701149487.31400,-8835465962.70805
540839416194.7140,-233098449773.01400,1411013878.87219
527399310084.8140,339914291654.08600,7530996327.72118
500804922419.6860,270258964787.31400,-808374796.88421
513074190602.8430,254008219914.35700,-1831962160.25664
495479510594.0290,139990436037.87200,1197964330.26429
439182151283.6000,-371399032373.60000,1335828382.99124
396703142205.6290,-221637739412.42900,-8835465962.70805
392733734750.7000,-208155528390.70000,1411013878.87219
328487558871.1140,144744527694.78600,7530996327.72118
440576101356.7000,33134722304.50000,-808374796.88421
468213701038.1140,271082857294.58600,-1831962160.25664
507760520831.7140,-322013805356.91400,1197964330.26429
468880236324.2430,383522679984.85700,1335828382.99124
475293162230.5430,-106764561667.44300,-8835465962.70805
428470929892.1140,32935015023.08570,1411013878.87219
470597617633.9570,-269527522620.35700,7530996327.72118
363364941426.2710,155236363579.02900,-808374796.88421
377701578649.2430,33839353314.45720,-1831962160.25664
383587254238.0140,97046275429.68570,1197964330.26429
447703536215.5430,-345929353360.24300,1335828382.99124
490023615917.2140,-21138554793.31430,-8835465962.70805
445791736767.8430,56813937268.75710,1411013878.87219
426862760624.9140,223021308231.38600,7530996327.72118
521581196443.8430,293260666473.15700,-808374796.88421
523650295564.7860,-421732517646.68600,-1831962160.25664
479977307721.9140,-131846611054.71400,1197964330.26429
439965703267.9000,324837530319.90000,1335828382.99124
362725944992.6140,120642809977.88600,-8835465962.70805
419594464366.4430,-222699705229.94300,1411013878.87219
452567976714.9860,-82765139036.78570,7530996327.72118
430901645890.4570,-156738090900.45700,-808374796.88421
418031801271.6140,81965612263.28570,-1831962160.25664
415693119530.0290,163252163576.97100,1197964330.26429
460673709110.3570,152465208705.74300,1335828382.99124
447825064676.8000,-54545222038.20000,-8835465962.70805
394300904843.3290,-213776917897.92900,1411013878.87219
325949881029.0140,358717083711.48600,7530996327.72118
269431058141.5430,-85208014186.44290,-808374796.88421
333116024782.3430,-207787730081.74300,-1831962160.25664
435494601462.2140,-335006485055.41400,1197964330.26429
439136250338.1290,-221629092734.32900,1335828382.99124
525354518759.8430,313720090364.35700,-8835465962.70805
581852461255.2710,315321562449.22900,1411013878.87219
668649609492.9140,41508897378.98570,7530996327.72118
680764253410.4430,106986669496.65700,-808374796.88421
661237236772.9430,-140423344604.34300,-1831962160.25664
564671290698.9860,143396863371.31400,1197964330.26429
554733050932.8430,-252423385906.34300,1335828382.99124
554873565580.3140,147511927081.38600,-8835465962.70805
505349803383.2860,-284137402196.48600,1411013878.87219
465767123768.6570,174823704740.24300,7530996327.72118
542413512011.6570,246321013427.74300,-808374796.88421
463609102769.9140,-289461545980.51400,-1831962160.25664
444928412480.2140,-13939015712.31430,1197964330.26429
388193533340.6570,450640849386.84300,1335828382.99124
386547561358.4140,-235792933388.91400,-8835465962.70805
440550077099.0290,-350102507940.12900,1411013878.87219
424279413581.9290,-180832739049.92900,7530996327.72118
358239168295.9000,418973553267.80000,-808374796.88421
381576882508.4430,170588284465.25700,-1831962160.25664
391396826496.7570,-74302074348.55710,1197964330.26429
378724930795.7140,-2172265070.41431,1335828382.99124
296479942064.2860,17638685393.01430,-8835465962.70805
329316332860.8000,-170129155783.70000,1411013878.87219
288716644718.9290,-133973240094.22900,7530996327.72118
243840074120.8290,-42342273677.12860,-808374796.88421
206575024087.8290,575444878461.47100,-1831962160.25664
215979686278.4570,-183082751123.35700,1197964330.26429
320317339360.3000,-257900667821.70000,1335828382.99124
335242156955.1570,-281978879728.85700,-8835465962.70805
233420581887.9570,-8400769476.45712,1411013878.87219
355774346377.6140,529332629819.98600,7530996327.72118
412072672386.6000,-106101148778.90000,-808374796.88421
442829882620.4860,-373561005541.58600,-1831962160.25664
525305695113.2290,364067591469.47100,1197964330.26429
524777142382.5570,-68272188781.05710,1335828382.99124
607745493132.8430,-339181744269.34300,-8835465962.70805
689737255545.7860,112613244314.91400,1411013878.87219
632122555660.7570,249284551422.14300,7530996327.72118
667698819369.7430,219051159489.95700,-808374796.88421
671935852707.3860,-28724638737.88570,-1831962160.25664
565560821993.7710,-79490434606.27140,1197964330.26429
509114013936.0290,196424785628.37100,1335828382.99124
383454176290.0570,-85231194063.05710,-8835465962.70805
379384440142.8140,-321659155277.41400,1411013878.87219
324707319150.7570,161572131527.94300,7530996327.72118
323967268468.0290,-316836153130.12900,-808374796.88421
290617337375.1140,324105723563.68600,-1831962160.25664
288345788890.5000,-185015248447.40000,1197964330.26429
342676472593.9430,357681972191.35700,1335828382.99124
396501819544.3860,-331728354967.78600,-8835465962.70805
369645223646.4570,-327820778173.35700,1411013878.87219
456084953563.1290,410509283039.67100,7530996327.72118
430592845195.0000,-46684301204.00000,-808374796.88421
520516428705.4140,-93789539052.11430,-1831962160.25664
589130961216.8570,119277688642.94300,1197964330.26429
575821059435.6860,-53907373227.28580,1335828382.99124
604838922559.7140,89399626589.78580,-8835465962.70805
669522241038.1290,-147396067984.92900,1411013878.87219
622142693834.3430,151282230300.25700,7530996327.72118
674331658772.2710,-87298072913.07150,-808374796.88421
646353032844.2570,233157086157.94300,-1831962160.25664
658934161318.6430,-282182341885.34300,1197964330.26429
647297936259.9140,239938504513.98600,1335828382.99124
654709138866.1290,-156320971212.72900,-8835465962.70805
535174305751.3860,75019766622.51430,1411013878.87219
575512634368.0570,116458714355.44300,7530996327.72118
453993028831.6290,184918975271.07100,-808374796.88421
500336730847.1860,-457570443648.18600,-1831962160.25664
433970986147.1710,225149133602.82900,1197964330.26429
403954169976.4290,-367354967957.52900,1335828382.99124
373167433851.6430,449626647910.65700,-8835465962.70805
389858301954.5430,-244224442480.74300,1411013878.87219
386362058149.7140,95491577378.58570,7530996327.72118
440197804426.0430,-16792953196.84290,-808374796.88421
328563720277.4140,-168961356358.11400,-1831962160.25664
414961912204.2710,219684500911.92900,1197964330.26429
369207332850.0140,44242093103.18580,1335828382.99124
352455177576.2000,-311099684854.30000,-8835465962.70805
385691826123.6570,364729376838.14300,1411013878.87219
369947066248.6570,-208375486200.15700,7530996327.72118
369973426160.9290,-63833661848.42860,-808374796.88421
410098989734.7140,-17840085983.21430,-1831962160.25664
311551362985.8430,212881731005.35700,1197964330.26429
315716882813.4860,97917062525.61430,1335828382.99124
394694057645.0570,-72459619906.65700,-8835465962.70805
400775028125.5430,-340187212405.84300,1411013878.87219
394749095798.1710,-204018876956.17100,7530996327.72118
346951474968.0710,512028513165.42900,-808374796.88421
400081697057.5710,34744000057.32860,-1831962160.25664
471411956801.0000,10839610898.60000,1197964330.26429
529350870930.1000,-450300271401.70000,1335828382.99124
451029023935.4290,243116968429.47100,-8835465962.70805
454474608604.8430,105425025318.85700,1411013878.87219
400197289903.6860,196105327842.01400,7530996327.72118
404796153635.2570,-94069094464.45720,-808374796.88421
347025894356.9860,111918895443.81400,-1831962160.25664
287087506623.5290,-184777169832.02900,1197964330.26429
290180348285.0710,-178937702635.67100,1335828382.99124
251843185464.5570,37910991952.44280,-8835465962.70805
223354329421.6570,-83023409632.15710,1411013878.87219
216656207361.0290,401296302015.47100,7530996327.72118
259102443925.5000,-216735524498.30000,-808374796.88421
272712269503.3140,-13189472002.81430,-1831962160.25664
326935860425.4710,-271512378058.37100,1197964330.26429
366178113579.3000,42188188021.40010,1335828382.99124
473804468353.6430,-88781511891.94290,-8835465962.70805
473030725113.5140,46865331131.08560,1411013878.87219
481715947979.8290,410932333473.47100,7530996327.72118
553861934980.2430,241889467867.35700,-808374796.88421
558080779042.8280,-303974184223.22900,-1831962160.25664
486964996855.6570,-370744954424.35700,1197964330.26429
444604350994.3290,468783859609.27100,1335828382.99124
352113529526.2710,62441335373.52850,-8835465962.70805
326316950186.6710,-304231369252.27100,1411013878.87219
355639266741.9290,240484493682.07100,7530996327.72118
313895464242.1140,-165579811670.91400,-808374796.88421
265821191410.9570,-192290651968.55700,-1831962160.25664
392927705334.7860,-71451447016.68570,1197964330.26429
326965250798.8860,294216342306.01400,1335828382.99124
305940162913.7570,-227905207832.05700,-8835465962.70805
405054373097.9570,506776805303.24300,1411013878.87219
474104284363.0140,-339717705690.31400,7530996327.72118
512954863161.1860,-511814825785.88600,-808374796.88421
613812160400.9430,153517850330.85700,-1831962160.25664
573703333910.5570,231122303262.94300,1197964330.26429
666500313709.7570,226635330982.34300,1335828382.99124
701653485946.9430,82382549813.05730,-8835465962.70805
623671345070.0000,7398047898.49988,1411013878.87219
581809970948.1570,202155466318.94300,7530996327.72118
507453755901.5000,-260241512865.90000,-808374796.88421
521838606595.9430,-300383582002.74300,-1831962160.25664
562676596029.5570,-50880577708.95730,1197964330.26429
481674742824.5290,-109032603459.02900,1335828382.99124
544598223718.4430,340131766902.65700,-8835465962.70805
524973608468.4570,391961710535.34300,1411013878.87219
468296569025.4570,-251344104193.55700,7530996327.72118
496732483204.1280,190944126088.87200,-808374796.88421
372943620913.9000,-288860903070.60000,-1831962160.25664
326605691365.0710,-211548949145.47100,1197964330.26429
387369162957.3710,184324375658.82800,1335828382.99124
309663051300.9860,-291455096711.48600,-8835465962.70805
321711256375.6710,270858555786.32900,1411013878.87219
364867729443.8710,277429036534.12900,7530996327.72118
364760855257.2430,-221027027558.94300,-808374796.88421
383125940370.0140,-214705787003.91400,-1831962160.25664
426206516778.6290,-9054463081.62854,1197964330.26429
346617835470.4430,224327583839.35700,1335828382.99124
394403458724.9290,-247639908346.02900,-8835465962.70805
461871647845.7000,432262199176.60000,1411013878.87219
424340999998.1000,-339165003177.40000,7530996327.72118
455965468474.0860,22267722005.61440,-808374796.88421
546303728831.6710,94393748379.82860,-1831962160.25664
425418371876.2290,-270980853112.42900,1197964330.26429
466790824934.8290,325525873706.87100,1335828382.99124
482339260049.0290,296792112832.97100,-8835465962.70805
501323419049.1860,-453387070714.98600,1411013878.87219
554481253021.2140,-179698084790.31400,7530996327.72118
520492557496.5430,66579678782.55710,-808374796.88421
448655400597.3140,324931189615.28600,-1831962160.25664
480125584894.5140,46416771673.48570,1197964330.26429
546407446049.9290,7988383919.07141,1335828382.99124
478948656720.5140,-202677382133.11400,-8835465962.70805
379821092145.3860,-111593453730.78600,1411013878.87219
308706644611.0290,530049551707.77100,7530996327.72118
282778383099.6430,-167917672126.44300,-808374796.88421
303837971871.7140,-224144333685.01400,-1831962160.25664
329496359693.7430,-300755135866.24300,1197964330.26429
290431666998.3710,82466332390.92860,1335828382.99124
372111015783.8140,51577380208.08570,-8835465962.70805
431891408528.0570,15944944640.74290,1411013878.87219
450930854089.2290,114372493361.97100,7530996327.72118
502472348422.4290,184143804048.87100,-808374796.88421
511077236635.2570,-12920849238.85720,-1831962160.25664
577309174328.5430,-415291831572.84300,1197964330.26429
531191929040.3290,202496530681.37100,1335828382.99124
436445600926.5000,47477012555.20000,-8835465962.70805
488242473340.9140,423217443680.88600,1411013878.87219
466203666645.5430,-223721036211.84300,7530996327.72118
451217941346.3140,-427826085671.81400,-808374796.88421
396135248755.8290,464599245541.47100,-1831962160.25664
355438612357.8290,-347692916469.72900,1197964330.26429
390725975718.6290,238062406908.47100,1335828382.99124
388628939010.7430,-290285173662.44300,-8835465962.70805
373778888250.9860,252804573984.81400,1411013878.87219
456153257246.4570,33340916712.84280,7530996327.72118
443395232739.2430,-434682634019.94300,-808374796.88421
429525234001.5710,327258904977.42900,-1831962160.25664
382326938364.6140,202039340491.78600,1197964330.26429
424214433992.1570,115267777084.44300,1335828382.99124
499527887879.6570,-498274113695.05700,-8835465962.70805
420233940310.3290,-124038547533.22900,1411013878.87219
462129769839.6000,320576873512.50000,7530996327.72118
457953021171.4430,77953754760.35720,-808374796.88421
466150252797.4710,-264423746803.77100,-1831962160.25664
468616453870.8710,409020631690.42900,1197964330.26429
360551498790.7000,149693471608.80000,1335828382.99124
411689076300.7290,-353054680733.92900,-8835465962.70805
431842902866.8710,-118384102575.97100,1411013878.87219
364886418795.6430,-338634461004.74300,7530996327.72118
355007791920.8000,538862026581.20000,-808374796.88421
467374067162.0570,-124570775205.35700,-1831962160.25664
432965688045.1570,-24023990982.45720,1197964330.26429
484686262082.1290,-43591679806.52860,1335828382.99124
394775478513.9140,450422843741.68600,-8835465962.70805
362057797087.8570,-289457650615.25700,1411013878.87219
345898524328.0430,42397451721.65720,7530996327.72118
351642493456.4710,-87148159931.97140,-808374796.88421
282925135983.2860,-169145614008.98600,-1831962160.25664
394495717425.1430,-98668929681.14290,1197964330.26429
466646518751.4710,14655847423.12860,1335828382.99124
485730197616.1430,-121553377672.84300,-8835465962.70805
589146552211.8290,264447664353.77100,1411013878.87219
659372216482.4430,233979368851.55700,7530996327.72118
610689488461.0860,-212609402883.88600,-808374796.88421
594333063729.5000,243360940414.60000,-1831962160.25664
492283770749.7570,295122666888.54300,1197964330.26429
388966791049.0860,-248443521023.98600,1335828382.99124
430474491708.0430,-180792644885.84300,-8835465962.70805
438095275359.0430,-298846109651.64300,1411013878.87219
421663087679.6430,-251530360250.34300,7530996327.72118
444449568306.8860,244184421883.01400,-808374796.88421
